Topic,Stance,Text,Source,Annotator
Vaccination,Against,"The next CDC study to run into a controversy was when Dr. William Thompson, CDC Immunization Safety Researcher, turned whistleblower and handed over 10,000 documents he was asked to destroy to the US Congress that revealed gross incongruities in the CDC DeStefano study published in 2002 that investigated the role of MMR vaccines in autism and refuted the 1998 investigation by Dr. Andrew Wakefield.",krzana big,Marc
Vaccination,Favour,"The NHS offers the jab to all children who are medically able to have it, and the World Health Organization says 95 per cent should be vaccinated for community safety.",krzana big,Marc
Vaccination,Favour,The number of measles cases in the US so far this year has exceeded the total in 2018 to become the second highest since 2000,,Marc
Vaccination,Favour,"The number of measles cases recorded across the USA rose by almost 100 last week as the annual total continued its march toward record levels, federal health officials reported.",,Marc
Vaccination,Favour,The number of vaccinations against measles seems be holding up on the Island.,https://www.manxradio.com/news/isle-of-man-news/measles-vaccination-numbers-havent-dipped-in-iom/,Marc
Vaccination,Favour,The Oral Health Foundation expressed its delight at the extension of HPV vaccination to boys and enthused: “,krzana first week,Marc
Vaccination,Favour,The Orthodox Jewish community he visited in Oakland County has acted quickly to get people vaccinated.,krzana big,Marc
Vaccination,Against,"The panic came as health workers were carrying out a three-day vaccination campaign in the province, with authorities saying dozens of polio workers have been beaten or harassed in the wake of the scare.",krzana big,Marc
Vaccination,Against,"The pattern continues: Of 10,114 infants who received five vaccine doses prior to the adverse event, 1,463 of them required hospitalization: 14.5%.",krzana big,Marc
Vaccination,Against,"The pharmaceutical companies, FDA, and CDC should not be trusted to make and regulate safe vaccines.",Perspectrum dataset,Marc
Vaccination,Against,"The post NYC Mandatory Measles Vaccination Violates NY State Law, CHD Challenges Legality. appeared first on Children's Health Defense.",krzana big,Marc
Vaccination,Neutral,The program is known as a School of Excellence by DEFRA and Natural England and have supported and trained volunteers and vaccinators from many Wildlife Trusts and other organisations across the country.,krzana first week,Marc
Vaccination,Against,"The prosecutor asked if Ayoub believed that Gavi— along with the World Health Organization, the Gates Foundation, and UNICEF—was using vaccinations to force sterilization on people in Third World countries.",,Marc
Vaccination,Neutral,The province will require parents to report the vaccine status of all school-aged children attending BC schools this fall 2019.,krzana big,Marc
Vaccination,Neutral,The rate of side effects depends on the vaccine in question.,Wikipedia: vaccine,Marc
Vaccination,Favour,The recent epidemic of pertussis in California is the latest in a long list of examples of the difficulty of maintaining high vaccine coverage and to strike the appropriate message for the public [35].,,Marc
Vaccination,Neutral,The report found Colorado ranks 23rd in the nation when it comes to vaccination rates for children in this age group.,,Marc
Vaccination,Favour,The Robert Koch Institute's Standing Committee on Vaccination recommends that children be vaccinated against measles twice during the first two years after birth.,krzana big,Marc
Vaccination,Neutral,The small pox has made such Head in every Quarter that I find it impossible to keep it from spreading thro’ the whole Army in the natural way.,,Marc
Vaccination,Neutral,The smallpox vaccine was invented in 1796 by English physician Edward Jenner,Wikipedia: vaccination,Marc
Vaccination,Neutral,the state’s policy for vaccine exemptions currently is classified as the easiest in the country said dr sean o’leary an associate professor in pediatrics and infectious diseases at the university of colorado school of medicine who consulted on the legislation,,Marc
Vaccination,Favour,The strategies for polio eradication work when they are fully implemented.,https://www.who.int/news-room/fact-sheets/detail/poliomyelitis,Marc
Vaccination,Favour,"The Supreme Court ruled more than a century ago that mandatory vaccination was legal, although the court drew a distinction between punishing citizens for refusing and actually vaccinating them by force.",krzana big,Marc
Vaccination,Neutral,The tradition of vaccination may have originated in India in AD,Wikipedia: vaccination,Marc
Vaccination,Against,"The truth is that there is no proof that HPV vaccination has prevented a single case of cervical cancer in any countries,” Lee said.",krzana first week,Marc
Vaccination,Favour,The unfortunate skepticism over vaccines and their safety primarily started after a widely discredited study was published in the medical journal The Lancet in 1997.,krzana big,Marc
Vaccination,Neutral,"The United States Adopted Name system has some conventions for the word order of vaccine names, placing head nouns first and adjectives postpositively.",Wikipedia: vaccine,Marc
Vaccination,Neutral,The United States has the National Childhood Vaccine Injury Act.,Wikipedia: vaccine,Marc
Vaccination,Against,The US vaccine industry faced bankruptcy paying compensation to parents who went to the Court against them.,krzana big,Marc
Vaccination,Neutral,The Vaccine Adverse Event Reporting System is a U.S. government-sponsored safety surveillance program aimed at quickly spotting problems with vaccines.,krzana big,Marc
Vaccination,Favour,The vaccine gained FDA approval in 2016 showing that we can manufacture to high standards.,krzana big,Marc
Vaccination,Favour,The vaccine is most effective if given within 3 days (72 hours) to 5 days (120 hours) of the exposure.,krzana big,Marc
Vaccination,Neutral,"The vaccine which is intended to protect girls against cervical cancer, was being administered to grade seven students free of cost by the Health Ministry.",krzana big,Marc
Vaccination,Neutral,"The valency of a multivalent vaccine may be denoted with a Greek or Latin prefix (e.g., tetravalent or quadrivalent)",Wikipedia: vaccine,Marc
Vaccination,Neutral,The World Health Organization (WHO) reports that licensed vaccines are currently available for twenty-five different preventable infections.,Wikipedia: vaccine,Marc
Vaccination,Favour,The World Health Organization has identified vaccine hesitancy as one of the ten greatest threats to global health in 2019.,krzana big,Marc
Vaccination,Favour,The World Health Organization has listed vaccine hesitancy as one of the top ten threats to global health.,krzana big,Marc
Vaccination,Favour,The worst measles outbreak in recent New York history is hitting the Hasidic Jewish community due to low vaccination rates.,https://forward.com/news/national/417390/measles-is-hitting-ultra-orthodox-communities-why-arent-they-vaccinating/,Marc
Vaccination,Against,There are many good reasons today for not vaccinating children in the United States,krzana big,Marc
Vaccination,Against,"There are no adequate statistics showing these fatalities, but it may be estimated that in England and Wales no fewer than 6,000 Infants are Killed every Year by Vaccination.",krzana first week,Marc
Vaccination,Neutral,There are several types of vaccines in use.,Wikipedia: vaccine,Marc
Vaccination,Favour,There are still preventable diseases spreading so kids should get vaccinated.,Perspectrum dataset,Marc
Vaccination,Neutral,"There have been 465 measles cases nationwide since the start of this year, according to the latest data from the Centers for Disease Control and Prevention.",,Marc
Vaccination,Favour,There is no link between vaccines and autism,,Marc
Vaccination,Favour,"There’s no question that vaccines are safe, effective, and life-saving,” New York City Mayor Bill de Blasio said in a statement Tuesday.",krzana first week,Marc
Vaccination,Neutral,"Therefore, it may be difficult to suggest a strong relationship between HPV vaccination and MG outbreak.",krzana first week,Marc
Vaccination,Favour,"These are due to the ability of conjugate vaccines to protect vaccinees not only against disease but also against nasal carriage, and hence infectiousness [7].",,Marc
Vaccination,Against,"These documents demonstrated a 3.4 fold increase in the incidence of autism in African American boys, expunged from the final study results in a violent act of scientific fraud.",,Marc
Vaccination,Against,"These facts strongly support the contention that vaccination, instead of saving thousands of infant lives, as has been claimed, really destroys them by thousands, entirely neutralising that great reduction which was in progress from [[p.",krzana big,Marc
Vaccination,Against,"They can put toxic ingredients in your vaccines, they can seriously injure your child – but you cannot sue them.",,Marc
Vaccination,Neutral,"They estimated this represented 12.0 per 100 000 dose for single component measles vaccine, and 1.4 cases per million doses for Cervarix.",krzana big,Marc
Vaccination,Against,they find a link between the neurotoxins in vaccines and autism.,,Marc
Vaccination,Favour,"They found that the body burden of aluminum from vaccines AND diet throughout an infant’s first year of life is significantly less than the corresponding safe body burden of aluminum, based on the minimal risk levels established by the Agency for Toxic Substances and Disease Registry",https://vaxplanations.wordpress.com/2014/04/11/is-the-aluminium-in-vaccines-a-dangerous-amount-is-it-toxic/,Marc
Vaccination,Favour,"They should fear the life-threatening illnesses which have largely been eradicated from the modern world, not the side effects of vaccines that are either rare or misstated.",,Marc
Vaccination,Against,"They simply invent a false category to justify the ban, all while crushing the free speech of users (and ultimately leading to the vaccine maiming of millions of innocent children).",https://www.naturalnews.com/2019-03-08-facebook-bans-all-content-on-vaccine-awareness.html,Marc
Vaccination,Neutral,"They will lose no time, because they will go thro’ the disorder while their cloathing Arms and accoutrements are getting ready.",,Marc
Vaccination,Neutral,THIEF EDWARD JENNER ( FATHER OF VACCINATION ) DIED ONLY IN 1823 ..,krzana big,Marc
Vaccination,Neutral,This approach is used in the Haemophilus influenzae type B vaccine.,Wikipedia: vaccine,Marc
Vaccination,Neutral,"This article examines the design, implementation, and success of a quality improvement project involving a clinical staff educational intervention focused on best vaccination practices and appropriate Medicare Part B and Part D billing conducted in four NP-owned primary care clinics.",krzana big,Marc
Vaccination,Neutral,"This article focuses on two different ways of framing and taming the uncertainties of the human papillomavirus (HPV) vaccine in the context of the Finnish welfare state: the bio‐medical rationale of population‐level cancer reduction based on epidemiological assessments, and the meaning formation of Finnish vaccination‐aged girls",,Marc
Vaccination,Favour,"This Court does not believe that jurors, using their life’s experience and their common sense would believe that (the baby) was ‘held down’ while being given a shot or that his leg was broken in the process,” Andrews wrote.",,Marc
Vaccination,Neutral,This is a poster for vaccination against smallpox,Wikipedia: vaccination,Marc
Vaccination,Favour,"This is called herd protection and is a function of the high uptake of vaccine in Scotland,” Palmer explained.",krzana big,Marc
Vaccination,Against,This is the voice of an anguished mother whose two-month-old baby died after being given eight vaccine doses.,https://www.learntherisk.org/stories/8-vaccine-doses-killed-2-month-old-baby/,Marc
Vaccination,Neutral,"This is why the USAN for ""OPV"" is ""poliovirus vaccine live oral"" rather than ""oral poliovirus vaccine"".",Wikipedia: vaccine,Marc
Vaccination,Favour,"This means that there is a need for immunization programs to maintain high vaccine coverage, together with surveillance and outbreak response capabilities, as numbers of susceptible individuals accumulate in older age groups.",,Marc
Vaccination,Against,This scenario of fast tracking unsafe and poorly researched vaccines was certainly the case for one of the first polio vaccines in 1955.,krzana big,Marc
Vaccination,Neutral,This study aims to examine the association between maternal literacy and immunization status of children in Ethiopia and southeastern India (Andhra Pradesh and Telangana) and test whether state-run health centers and community health workers moderate that association.,,Marc
Vaccination,Neutral,This vaccination is part of the Childhood Immunisation Programme in Hong Kong.,,Marc
Vaccination,Favour,"This week, New York City declared a public health emergency amid a growing measles outbreak of close of 300 cases and climbing.",https://www.cbc.ca/radio/whitecoat/measles-is-making-a-comeback-so-how-did-we-get-here-1.5094789,Marc
Vaccination,Favour,"This will ensure vaccination remains the cornerstone of a successful prevention policy in Europe, which can protect all European citizens against vaccine-preventable diseases.",krzana first week,Marc
Vaccination,Favour,"This year, on 24–30 April 2019, the campaign aims to raise awareness of the benefits of vaccination and to celebrate the “vaccine heroes” who contribute in so many ways to protecting lives through vaccination.",krzana big,Marc
Vaccination,Favour,"This year, the Government has secured more than 6 million doses of the vaccine to help protect those most at risk of getting sick.",krzana first week,Marc
Vaccination,Favour,"Those eligible for a free flu vaccine include people 65 and over, Aboriginal and Torres",krzana big,Marc
Vaccination,Favour,"Those refusing to vaccinate could be forced to pay $1,000 penalties for not complying with the mayor’s edict.",krzana first week,Marc
Vaccination,Favour,"Though coined almost a century ago [8], the term “herd immunity” was not widely used until recent decades, its use stimulated by the increasing use of vaccines, discussions of disease eradication, and analyses of the costs and benefits of vaccination programs.",,Marc
Vaccination,Against,title,https://www.globalresearch.ca/measles-vaccines-kill-more-people-than-measles-cdc-data-proves,Marc
Vaccination,Neutral,"To ensure that vaccination policy improves immunization coverage and promotes public health, Washington should look to California’s experimentation with immunization policy.",krzana big,Marc
Vaccination,Favour,To help find right and credible information related to vaccines Twitter is introducing a new search tool for its platform,https://www.news-world.biz/2019/05/15/health-medical/twitter-rolls-out-new-search-prompt-for-credible-vaccine-information-ani-news/,Marc
Vaccination,Against,"Today in the United States, political, medical, and mass media leadership, infused by the interests of vaccine manufacturers, are currently engaged in a massive campaign to silence dialogue, ban books and websites, avoid debates, and impose that vaccines become mandatory for all with no respect to informed consent, religious beliefs, medical conditions, or personal conscience.",krzana big,Marc
Vaccination,Favour,Toronto Public Health says some people may have been exposed to a highly contagious virus after a case of measles was confirmed in the city.,https://www.chch.com/toronto-health-officials-warn-about-highly-contagious-measles-case/,Marc
Vaccination,Neutral,Toxoid vaccines are made from inactivated toxic compounds that cause illness rather than the micro-organism.,Wikipedia: vaccine,Marc
Vaccination,Against,"Trials showed that two vaccinations, or even three, were insufficient.",krzana big,Marc
Vaccination,Neutral,"TriHIBit vaccine, Five 0.6 mL vials of Tripedia vaccine as Diluent packaged with Five 1 Dose vials of lyophilized ActHIB vaccine.",krzana big,Marc
Vaccination,Favour,Tuesday's emergency order revives a public-health strategy that experts say hasn't been used in the U.S. in recent memory: commanding people to get vaccinations or face fines.,,Marc
Vaccination,Neutral,"Twelve people infected with the Hepatitis A virus have been reported to public health officials since Jan. 1. In 2018, only eight people were reported with Hepatitis A in Idaho",,Marc
Vaccination,Favour,Two doses of MMR vaccine are 97% effective against measles and 88% effective against mumps.,krzana big,Marc
Vaccination,Favour,Two doses of MMR vaccine are about 97% effective at preventing measles; one dose is about 93% effective.,krzana first week,Marc
Vaccination,Neutral,Two of the experts had financial conflicts of interest with the HPV vaccine manufactures.,krzana first week,Marc
Vaccination,Against,"Type 1 versus type 2 diabetes/metabolic syndrome, opposite extremes of an immune spectrum disorder induced by vaccines.",krzana big,Marc
Vaccination,Favour,"U.S. public health experts have said that one dose of the MMR vaccine is about 93 percent effective at preventing measles, an extremely contagious virus that can have serious consequences - pneumonia, hearing loss, brain damage and death.",krzana big,Marc
Vaccination,Against,Unfortunately this harms the society by bringing back some nasty stuff from dark deep of Moria.,,Marc
Vaccination,Favour,"United States Centers for Disease Control and Prevention numbers show there are more than 500 confirmed measles cases so far across the country this year in 20 states, mostly concentrated in communities of unvaccinated people.",krzana big,Marc
Vaccination,Neutral,"Until recent years, the preservative thimerosal was used in many vaccines that did not contain live virus.",Wikipedia: vaccine,Marc
Vaccination,Favour,Unvaccinated students have ordered by the state health department to stay away from the Our Lady of the Assumption Church school and its activities during the outbreak.,,Marc
Vaccination,Favour,Updating providers on the role of HPV vaccination in the prevention of HPV-associated cancers is critical,soi evaluation,Marc
Vaccination,Favour,"Vaccinated Children had a 2-fold risk for Asthma, and Unvaccinated Children had NO Asthma",krzana big,Marc
Vaccination,Neutral,Vaccination activities could be made more cost-effective if there were better tools to determine immunity levels and to understand transmission dynamics.,,Marc
Vaccination,Favour,Vaccination against a disease is necessary if that disease still exists in the world.,Perspectrum dataset,Marc
Vaccination,Neutral,Vaccination and immunization have a similar meaning in everyday language.,Wikipedia: vaccination,Marc
Vaccination,Neutral,"Vaccination efforts have been met with some controversy on scientific, ethical, political, medical safety, and religious grounds, although no major religions oppose vaccination, and some consider it an obligation due to the potential to save lives.",Wikipedia: vaccination,Marc
Vaccination,Neutral,Vaccination is the administration of a vaccine to help the immune system develop protection from a disease.,Wikipedia: vaccination,Marc
Vaccination,Against,"Vaccination opponents have been “tweeting at me consistently for weeks,” she said Thursday.",krzana big,Marc
Vaccination,Neutral,"Vaccine injury compensation is a very specialized type of Federal litigation involving complex legal, medical, and scientific issues.",krzana first week,Marc
Vaccination,Favour,Vaccine-preventable diseases have not disappeared so vaccination is still necessary.,Perspectrum dataset,Marc
Vaccination,Favour,Vaccines are a safe compound.,Perspectrum dataset,Marc
Vaccination,Neutral,Vaccines are dead or inactivated organisms or purified products derived from them.,Wikipedia: vaccine,Marc
Vaccination,Favour,"Vaccines are economically efficient, versus the cost of disease.",Perspectrum dataset,Marc
Vaccination,Favour,Vaccines are essential and save lives.,Perspectrum dataset,Marc
Vaccination,Against,Vaccines are made from harmful ingredients.,Perspectrum dataset,Marc
Vaccination,Against,"Vaccines are unnatural, and natural immunity is more effective than vaccination.",Perspectrum dataset,Marc
Vaccination,Against,Vaccines can be linked to health disasters,Perspectrum dataset,Marc
Vaccination,Favour,Vaccines can be used to eradicate disease.,Perspectrum dataset,Marc
Vaccination,Against,Vaccines can cause serious and sometimes fatal side effects.,Perspectrum dataset,Marc
Vaccination,Against,Vaccines can contain controversial ingredients.,Perspectrum dataset,Marc
Vaccination,Against,Vaccines can contain ingredients some people consider immoral or otherwise objectionable.,Perspectrum dataset,Marc
Vaccination,Favour,Vaccines can save children's lives.,Perspectrum dataset,Marc
Vaccination,Neutral,"Vaccines contain a microorganism in a weakened or killed state, or proteins or toxins from the organism.",Wikipedia: vaccination,Marc
Vaccination,Against,Vaccines contain harmful ingredients.,Perspectrum dataset,Marc
Vaccination,Against,"Vaccines do cause autism, and the U.S. Centers for Disease Control and Prevention (CDC) has been lying about this fact for years, according to newly uncovered information",,Marc
Vaccination,Favour,"Vaccines don't take much time, and save a lot of trouble.",Perspectrum dataset,Marc
Vaccination,Favour,Vaccines eradicated smallpox and have nearly eradicated other diseases such as polio.,Perspectrum dataset,Marc
Vaccination,Against,Vaccines have severe side effects,Perspectrum dataset,Marc
Vaccination,Against,"Vaccines linked to/inducing ""homosexuality"": female sex hormone estradiol in #vaccines ""not only cause endemic #health issues, including #infertility, but it is also altering our sexuality.""",https://twitter.com/presscoreca/status/955337717797199873,Marc
Vaccination,Neutral,Vaccines may also contain preservatives to prevent contamination with bacteria or fungi.,Wikipedia: vaccine,Marc
Vaccination,Neutral,Vaccines may be monovalent (also called univalent) or multivalent (also called polyvalent).,Wikipedia: vaccine,Marc
Vaccination,Favour,"VACCINES PROTECT EVERYONE: NEWBORNS, INFANTS, CHILDREN, ADULTS AND OLDER ADULTS",,Marc
Vaccination,Favour,Vaccines protect future generations.,Perspectrum dataset,Marc
Vaccination,Favour,Vaccines protect individuals who can't get them by immunizing everyone else.,Perspectrum dataset,Marc
Vaccination,Favour,"Vaccines protect the ""herd.""",Perspectrum dataset,Marc
Vaccination,Favour,Vaccines protect the children of tomorrow.,Perspectrum dataset,Marc
Vaccination,Favour,Vaccines provide economic benefits for society.,Perspectrum dataset,Marc
Vaccination,Favour,Vaccines save children and their parents time and money.,Perspectrum dataset,Marc
Vaccination,Neutral,"Vaccines typically contain one or more adjuvants, used to boost the immune response.",Wikipedia: vaccine,Marc
Vaccination,Neutral,"Various fairly standardized abbreviations for vaccine names have developed, although the standardization is by no means centralized or global.",Wikipedia: vaccine,Marc
Vaccination,Favour,VVD party leader Klaas Dijkhoff suggested mandatory vaccination as an option.,krzana big,Marc
Vaccination,Against,"Wakefield claimed that the children’s autism was caused by receiving the MMR vaccine, and that it would be safer to administer the three vaccines separately from each other, pending further investigation.",,Marc
Vaccination,Against,"Was it true, she asked, that Ayoub believed that Gavi, the Vaccine Alliance, a charity funded by the Bill and Melinda Gates Foundation to increase vaccination rates in poor countries, was committing genocide?",,Marc
Vaccination,Favour,"WASHINGTON — For the second week in a row, U.S. health officials added dozens of new reports to the year’s list of confirmed measles cases, bringing the total to 465 — already the highest number in the last five years.",,Marc
Vaccination,Against,"WATCHUNG, NJ--(Marketwired - August 18, 2014) - A top research scientist working for the Centers for Disease Control and Prevention (CDC) played a key role in helping Dr. Brian Hooker of the Focus Autism Foundation uncover data manipulation by the CDC that obscured a higher incidence of autism in African-American boys.",,Marc
Vaccination,Against,"We are living through the Dark Ages of digital tyranny, with Amazon and other tech giants colluding to obliterate human knowledge about natural health while forcing all online speech to promote the most destructive poisons of our age: Pesticides, chemotherapy, fluoride, psychiatric drugs, herbicides, geoengineering pollutants, vaccines and GMOs,” Adams writes.",krzana first week,Marc
Vaccination,Against,We believe that mandatory vaccination must be abolished and an effective Vaccine Adverse Effect Reporting (VAER) system established because:,krzana first week,Marc
Vaccination,Against,We cannot allow the drug companies and medical trade associations funded by drug companies or public health officials promoting forced use of a growing list of vaccines to dominate the conversation about vaccination.,,Marc
Vaccination,Against,We cannot trust the FDA to oversee regulations for vaccines.,Perspectrum dataset,Marc
Vaccination,Favour,"We did not expect the failure to vaccinate him would kill him,” wept Pela, Mario’s mother.",krzana first week,Marc
Vaccination,Against,We focused on eight adverse events associated with smallpox vaccination (Table 1).,krzana first week,Marc
Vaccination,Favour,"We now know that this is wrong, and that inactivated polio vaccines can decrease both infection risk and infectiousness, as demonstrated in several countries that interrupted wild poliovirus transmission using only these vaccines [20].",,Marc
Vaccination,Favour,"We will make sure that everybody who is allowed will be vaccinated,” Rabbi David Niederman, the president of the United Jewish Organizations of Williamsburg, said in a phone interview.",krzana big,Marc
Vaccination,Neutral,"Welcome to Vaccines411.ca, Canada's Vaccine Clinic Directory.",krzana first week,Marc
Vaccination,Against,"Well before bin Laden's killing, the Taliban had argued that Islam forbid vaccines; it also claimed government efforts to eradicate polio were part of a ""conspiracy of Jews and Christians to make Muslims impotent and stunt the growth of Muslims.",krzana first week,Marc
Vaccination,Against,"What we will not do is vaccinate Vance and Everett on a schedule determined by others, the whole time crossing our fingers hoping he lives.",krzana big,Marc
Vaccination,Favour,"What’s more, between 2 and 10 percent of some vaccines result in “primary vaccine failure,” meaning those who get the vaccine do not gain even temporary artificial protection after vaccination.",https://articles.mercola.com/sites/articles/archive/2019/03/12/vaccine-herd-immunity.aspx,Marc
Vaccination,Favour,Whatever temporary artificial protection is obtained from other vaccines also fades in time.,https://articles.mercola.com/sites/articles/archive/2019/03/12/vaccine-herd-immunity.aspx,Marc
Vaccination,Favour,"When a sufficiently large percentage of a population has been vaccinated, herd immunity results.",Wikipedia: vaccination,Marc
Vaccination,Favour,"When he announced the ban last month, County Executive Ed Day said his goal was to stem the flow of reported measles cases, which total 167 since September 2018.",,Marc
Vaccination,Neutral,"When vaccination has costs to the individual—side effects, time, money, inconvenience—individual decisions about whether to be vaccinated are based on a complex balancing of perceived costs of vaccination and disease.",,Marc
Vaccination,Favour,"When you make a choice to vaccinate yourself and your child, you also prevent something devastating to those who cannot protect themselves",https://www.checkupnewsroom.com/why-children-like-olivia-need-you-to-immunize/,Marc
Vaccination,Neutral,"While more health professionals got the vaccine than the year before (70.3% compared to 68.7% the year before), slightly fewer people aged 65 and over in England",krzana big,Marc
Vaccination,Neutral,"While most vaccines are created using inactivated or attenuated compounds from micro-organisms, synthetic vaccines are composed mainly or wholly of synthetic peptides, carbohydrates, or antigens.",Wikipedia: vaccine,Marc
Vaccination,Neutral,"While these symptoms are usually temporary, they may last for several months and may not occur until as long as two months after the vaccination.",krzana big,Marc
Vaccination,Favour,"With measles cases almost quadrupling in England in just one year, it is grossly irresponsible for anybody to spread scare stories about vaccines, and social media firms should have a zero tolerance approach towards this dangerous content.",krzana big,Marc
Vaccination,Against,"YALE SCIENTISTS FIND STRONG ASSOCIATION BETWEEN VACCINATIONS AND ANOREXIA, OCD, AND ANXIETY DISORDER",krzana big,Marc
Vaccination,Favour,Yeshivas in Williamsburg are also blocking unvaccinated kids from entry after an order from the city’s health department.,,Marc
Vaccination,Against,You can find harmful ingredients in vaccines.,Perspectrum dataset,Marc
Vaccination,Against,"You'll kill far more children than would have died from natural infection.""--Dr Kalokerinos (International Vaccine Newsletter June 1995)",krzana first week,Marc
Vaccination,Neutral,Young children are at greater risk for severe measles,,Marc
Vaccination,Favour,"Young women who received human papillomavirus (HPV) vaccines as adolescents had significantly lower rates of a condition that’s a precursor to cervical cancer, in a nationwide study in Scotland.",,Marc
Vaccination,Against,"Yung, who is Russian Orthodox, said he has religious views and health concerns that will prevent him from vaccinating his three young children.",krzana big,Marc
